it,avg,max
1,0.029316069849679015,0.16496554347043982
2,0.07936035498197948,0.19346102099854381
3,0.09923577582002883,0.19477396931658741
4,0.11838944873872251,0.19477396931658741
5,0.12256162840391104,0.19986010018675737
6,0.16558052896628025,0.19986010018675737
7,0.1744852973233367,0.22633956445446887
8,0.17742024675203924,0.22633956445446887
9,0.17448072610500295,0.22633956445446887
10,0.19238768434242048,0.22633956445446887
11,0.20937435762424023,0.22633956445446887
12,0.19539461061618496,0.22633956445446887
13,0.20631622951307177,0.22633956445446887
14,0.2089261227695468,0.22633956445446887
15,0.21198441445292598,0.22633956445446887
16,0.20577036504043558,0.22633956445446887
17,0.21376864297789816,0.22633956445446887
18,0.20663572688485068,0.22633956445446887
19,0.20402506262023654,0.22633956445446887
20,0.20957273144999966,0.22633956445446887
21,0.20340704358558606,0.22633956445446887
