it,avg,max
1,0.014675967168999353,0.186828176901118
2,0.04793904814176972,0.18684923704954784
3,0.091607085156889,0.18807372886518878
4,0.15301437156356953,0.29280566295662025
5,0.15596942642067804,0.29280566295662025
6,0.15265464389905745,0.29280566295662025
7,0.1503453340779617,0.29280566295662025
8,0.14721240877989258,0.29280566295662025
9,0.11876449884188726,0.29280566295662025
10,0.12345972188244982,0.3324445336600115
11,0.12386930599390249,0.3324445336600115
12,0.11993609566069424,0.3324445336600115
13,0.1407737384587592,0.3324445336600115
14,0.08946101934155978,0.3324445336600115
15,0.13942160400968084,0.3324445336600115
16,0.1156660194942345,0.3324445336600115
17,0.11999099530282294,0.3324445336600115
18,0.13475614615098602,0.3324445336600115
19,0.13528857052968002,0.3324445336600115
20,0.14658777765313102,0.3324445336600115
21,0.09498321211406065,0.3324445336600115
