it,avg,max
1,0.024228761443528753,0.21016292097582667
2,0.05808764660853872,0.29611383934116486
3,0.11156017482255043,0.31929191890959446
4,0.17215655049976455,0.31929191890959446
5,0.23197459597381231,0.3709769375722021
6,0.27966751092112346,0.37472527180928267
7,0.289098806081947,0.37472527180928267
8,0.299486199083836,0.37472527180928267
9,0.31034300365642536,0.3857249183657853
10,0.3473511622332508,0.3857249183657853
11,0.32708398695730057,0.3857249183657853
12,0.3617634992597225,0.3857249183657853
13,0.32486524001299055,0.3857249183657853
14,0.331033003082687,0.3857249183657853
15,0.3662853294715033,0.3857249183657853
16,0.3473543370519125,0.3857249183657853
17,0.3445463907129138,0.3857249183657853
18,0.3504369043022268,0.3857249183657853
19,0.3430457101165345,0.3857249183657853
20,0.3349777851280864,0.3857249183657853
21,0.34996992608012695,0.3857249183657853
