it,avg,max
1,0.040831374789214954,0.14397338820464084
2,0.09325671575111472,0.14397338820464084
3,0.11892516229379094,0.1469307553750394
4,0.1288038727955276,0.1469307553750394
5,0.1272753113566325,0.1469307553750394
6,0.1309750664166247,0.1469307553750394
7,0.13814105451730385,0.14738069456961408
8,0.1368195574031783,0.14738069456961408
9,0.13129372904504524,0.14738069456961408
10,0.14081093589338806,0.14738069456961408
11,0.14002230086796166,0.14738069456961408
12,0.14070195698546636,0.14738069456961408
13,0.13731769727376011,0.14738069456961408
14,0.13218521013424755,0.14738069456961408
15,0.13856505416311607,0.14738069456961408
16,0.13652346809604599,0.14738069456961408
17,0.1342124389441071,0.14738069456961408
18,0.13897596966609474,0.14738069456961408
19,0.13326958269389627,0.14830510926751458
20,0.14126854553618326,0.14830510926751458
21,0.13886992473113297,0.14830510926751458
