it,avg,max
1,0.04971623966955251,0.2009054319853497
2,0.08452732462885006,0.2009054319853497
3,0.1220782739618924,0.3022587396639732
4,0.15709493140010672,0.3022587396639732
5,0.18169763206035813,0.3022587396639732
6,0.23106034200555076,0.3022587396639732
7,0.27238292422105226,0.3022587396639732
8,0.26459010029562424,0.3022587396639732
9,0.2767448223127643,0.3022587396639732
10,0.26039835564524466,0.3022587396639732
11,0.2748805265224631,0.3022587396639732
12,0.2757090060096212,0.3022587396639732
13,0.26353993598276265,0.3022587396639732
14,0.27322469253325693,0.3022587396639732
15,0.2814556521880684,0.3022587396639732
16,0.28056222866738856,0.3022587396639732
17,0.28491133325629253,0.3022587396639732
18,0.2756654427455645,0.30259040293512746
19,0.2514924602000706,0.30259040293512746
20,0.2762671096292456,0.30259040293512746
21,0.2642367655464841,0.30259040293512746
