"","x1","x2"
"1",-56.3995,-1.4614
"2",3689,1.00623921844825e-05
"3",3688,1.21917372811654e-05
"4",3687,1.47296902842278e-05
"5",3686,1.77453798081272e-05
"6",3685,2.13177147758373e-05
"7",3684,2.39494087196293e-05
"8",3683,2.68743525126865e-05
"9",3682,3.01210625998264e-05
"10",3681,3.37203157908939e-05
"11",3680,3.77052689481672e-05
"12",3679,3.9609396125451e-05
"13",3678,4.1600013766039e-05
"14",3677,4.36805202172349e-05
"15",3676,4.58544199726504e-05
"16",3675,4.81253256425619e-05
"17",3674,4.6412908564602e-05
"18",3673,4.47555727006502e-05
"19",3672,4.31517767090908e-05
"20",3671,4.1600013766039e-05
"21",3670,4.00988111020631e-05
"22",3669,3.58843380365644e-05
"23",3668,3.2075057773141e-05
"24",3667,2.86364396044836e-05
"25",3666,2.55363992383752e-05
"26",3665,2.27451792420225e-05
"27",3664,1.89528953226373e-05
"28",3663,1.5748000814994e-05
"29",3662,1.3047850062116e-05
"30",3661,1.07799352053404e-05
"31",3646,1.10799541984199e-05
"32",3645,1.31613112462303e-05
"33",3644,1.71924319995758e-05
"34",3643,2.23079963185223e-05
"35",3642,2.87535672310413e-05
"36",3641,3.68174592811958e-05
"37",3640,4.68349403731797e-05
"38",3639,5.65710986573949e-05
"39",3638,6.81445377124753e-05
"40",3637,8.1857476892473e-05
"41",3636,9.80517830607609e-05
"42",3635,0.000117111985295362
"43",3634,0.000129720060389257
"44",3633,0.000143451172879613
"45",3632,0.000158378520374211
"46",3631,0.000174577308828555
"47",3630,0.000192124532302285
"48",3629,0.000189823551758152
"49",3628,0.00018754893253563
"50",3627,0.00018530060137802
"51",3626,0.000183078481097251
"52",3625,0.00018088249063906
"53",3624,0.000177375468842317
"54",3623,0.000173954218752945
"55",3622,0.000170616469126269
"56",3621,0.000167360009193579
"57",3620,0.000164182687199812
"58",3619,0.000163849417256331
"59",3618,0.000163526671728788
"60",3617,0.000163214556977545
"61",3616,0.000162913180851083
"62",3615,0.000162622652731341
"63",3614,0.000183078481097251
"64",3613,0.000205632992462862
"65",3612,0.000230438097808556
"66",3611,0.00025764907613799
"67",3610,0.000287423730605248
"68",3609,0.000304532570357308
"69",3608,0.000322590863233331
"70",3607,0.000341644400815102
"71",3606,0.000361740547399035
"72",3605,0.000382928235687832
"73",3604,0.000375759565063468
"74",3603,0.000368702834733937
"75",3602,0.000361756786577225
"76",3601,0.000354920166277376
"77",3600,0.000348191723552884
"78",3599,0.000344867679226544
"79",3598,0.000341570212379505
"80",3597,0.000338299167959606
"81",3596,0.000335054391207606
"82",3595,0.000331835727663737
"83",3594,0.000348191723552884
"84",3593,0.000365216053870634
"85",3592,0.000382928235687832
"86",3591,0.000401347939048395
"87",3590,0.000420494963990994
"88",3589,0.000448560615442858
"89",3588,0.000478145711574822
"90",3587,0.000509305278183435
"91",3586,0.000542094342676412
"92",3585,0.000576567766225208
"93",3584,0.00059187123742371
"94",3583,0.000607498365230905
"95",3582,0.000623453393505228
"96",3581,0.000639740542479598
"97",3580,0.000656364005818036
"98",3579,0.00070829375667173
"99",3578,0.000763398116390133
"100",3577,0.000821784163795921
"101",3576,0.000883554748708776
"102",3575,0.000948807647134218
"103",3574,0.00104138618495255
"104",3573,0.0011405162350892
"105",3572,0.001246370483791
"106",3571,0.00135909202316826
"107",3570,0.00147879030775463
"108",3569,0.00156250225350981
"109",3568,0.00164935888536458
"110",3567,0.00173936261613744
"111",3566,0.00183250662726672
"112",3565,0.0019287743922715
"113",3564,0.00215664267598048
"114",3563,0.00239966718376744
"115",3562,0.00265705096170297
"116",3561,0.00292768811749156
"117",3560,0.00321015343014593
"118",3559,0.00340079425889095
"119",3558,0.0035964436627515
"120",3557,0.00379659018836157
"121",3556,0.00400065350638103
"122",3555,0.00420798419527883
"123",3554,0.00426117823402703
"124",3553,0.00431402804375943
"125",3552,0.00436651016392707
"126",3551,0.00441860141836241
"127",3550,0.00447027893848695
"128",3549,0.00460851611179594
"129",3548,0.00474745745456288
"130",3547,0.00488685806170223
"131",3546,0.00502645985044842
"132",3545,0.00516599195549086
"133",3544,0.00526483283781167
"134",3543,0.00536180240545095
"135",3542,0.00545676150923289
"136",3541,0.0055495746599988
"137",3540,0.00564011039676714
"138",3539,0.00546881752337199
"139",3538,0.0052916754665535
"140",3537,0.00510949566775864
"141",3536,0.00492310492948763
"142",3535,0.00473333855154263
"143",3534,0.00454051168626999
"144",3533,0.00434880667402731
"145",3532,0.00415884348387027
"146",3531,0.0039711958324727
"147",3530,0.00378639005528203
"148",3529,0.0037190973749626
"149",3528,0.00365211850956191
"150",3527,0.00358547986431189
"151",3526,0.0035192071215751
"152",3525,0.00345332522945457
"153",3524,0.00342053844532603
"154",3523,0.00338785839149173
"155",3522,0.00335528797554393
"156",3521,0.00332283005744601
"157",3520,0.00329048744930323
"158",3519,0.00329048744930323
"159",3518,0.00329048744930323
"160",3517,0.00329048744930323
"161",3516,0.00329048744930323
"162",3515,0.00329048744930323
"163",3514,0.00340418489428411
"164",3513,0.0035192071215751
"165",3512,0.00363542593694781
"166",3511,0.00375270616648777
"167",3510,0.00387090583240512
"168",3509,0.00397283917967697
"169",3508,0.00407524168569714
"170",3507,0.00417801274939789
"171",3506,0.00428104859678846
"172",3505,0.00438424242925378
"173",3504,0.00429773782288921
"174",3503,0.00421067979455371
"175",3502,0.00412315532000485
"176",3501,0.00403525154158887
