"","x1","x2"
"1",-55.014,-16.3788
"2",2742,1.15642016332672e-05
"3",2741,1.50209103603445e-05
"4",2740,1.94047715889676e-05
"5",2739,2.27098125163736e-05
"6",2738,2.6521216346637e-05
"7",2737,3.09063845098557e-05
"8",2736,3.59399810816226e-05
"9",2735,4.17044463999773e-05
"10",2734,4.38499971682109e-05
"11",2733,4.60918353957381e-05
"12",2732,4.84334446891541e-05
"13",2731,5.08783893670974e-05
"14",2730,5.34303140443871e-05
"15",2729,5.49243440336658e-05
"16",2728,5.64636522633799e-05
"17",2727,5.80496403164879e-05
"18",2726,5.96837517292509e-05
"19",2725,6.13674731033214e-05
"20",2724,7.00285113504763e-05
"21",2723,7.97406957774837e-05
"22",2722,9.06060210452031e-05
"23",2721,0.000102732893076374
"24",2720,0.000116236086641396
"25",2719,0.00013242133161865
"26",2718,0.000150602240185773
"27",2717,0.000170982983173035
"28",2716,0.000193782160700732
"29",2715,0.000219232843785171
"30",2714,0.000237329197629579
"31",2713,0.000256639809879792
"32",2712,0.000277220670289307
"33",2711,0.000299128224765257
"34",2710,0.000322419192405622
"35",2709,0.00033277712699813
"36",2708,0.000343455163908723
"37",2707,0.000354462068980067
"38",2706,0.000365806778868151
"39",2705,0.000377498400388573
"40",2704,0.000406430314051656
"41",2703,0.000437165522511278
"42",2702,0.000469780026373083
"43",2701,0.000504350000912787
"44",2700,0.000540951510212645
"45",2699,0.000583649856680536
"46",2698,0.000628997497430331
"47",2697,0.000677092402253137
"48",2696,0.000728030295959511
"49",2695,0.000781904031988574
"50",2694,0.000810563264076951
"51",2693,0.000839955206080769
"52",2692,0.000870084342564583
"53",2691,0.000900954559784291
"54",2690,0.000932569125192365
"55",2689,0.000952200809970073
"56",2688,0.000972222110287482
"57",2687,0.000992638951371953
"58",2686,0.0010134572630837
"59",2685,0.0010346829755552
"60",2684,0.00109827420847076
"61",2683,0.00116467056621928
"62",2682,0.00123391217324758
"63",2681,0.00130603324258322
"64",2680,0.00138106159122231
"65",2679,0.00146697545602223
"66",2678,0.00155644986768769
"67",2677,0.00164949086498209
"68",2676,0.00174609223605344
"69",2675,0.00184623481568964
"70",2674,0.00184623481568964
"71",2673,0.00184623481568964
"72",2672,0.00184623481568964
"73",2671,0.00184623481568964
"74",2670,0.00184623481568964
"75",2669,0.00181305799052845
"76",2668,0.00178038563166561
"77",2667,0.00174821431394232
"78",2666,0.00171654045830526
"79",2665,0.00168536033988821
"80",2664,0.00167670359477189
"81",2663,0.00166807571032186
"82",2662,0.00165947669903229
"83",2661,0.0016509065725247
"84",2660,0.00164236534155222
"85",2659,0.00165572882100098
"86",2658,0.00166922829160073
"87",2657,0.00168286483476281
"88",2656,0.00169663952786278
"89",2655,0.00171055344376693
"90",2654,0.00174975899757147
"91",2653,0.00178942542919423
"92",2652,0.00182954433469939
"93",2651,0.00187010687987622
"94",2650,0.00191110380360023
"95",2649,0.00190744154854685
"96",2648,0.00190379137140627
"97",2647,0.00190015358834699
"98",2646,0.00189652851537582
