"","x1","x2"
"1",-36.6354,-10.2876
"2",798,2.0228600826228e-05
"3",797,2.52519506271362e-05
"4",796,3.1402034448854e-05
"5",795,3.89004304503711e-05
"6",794,4.67691652999913e-05
"7",793,5.60646508029628e-05
"8",792,6.70105086427428e-05
"9",791,7.98584723061191e-05
"10",790,9.48906391207171e-05
"11",789,0.000103322800189532
"12",788,0.000112421670975193
"13",787,0.000122232016701609
"14",786,0.000132800891642432
"15",785,0.000144177694736923
"16",784,0.000137574769730691
"17",783,0.000131242765256364
"18",782,0.000125172178414721
"19",781,0.00011935376108926
"20",780,0.000113778516824359
"21",779,0.00011283556550032
"22",778,0.000111911130993107
"23",777,0.000111005038244946
"24",776,0.000110117114278983
"25",775,0.000109247188238954
"26",774,0.000127157480834914
"27",773,0.000147619095745935
"28",772,0.000170927735309234
"29",771,0.000197402434154709
"30",770,0.000227385741913651
"31",769,0.000262317429885864
"32",768,0.000301849940166831
"33",767,0.000346461567221515
"34",766,0.000396660598690722
"35",765,0.000452984233672091
"36",764,0.00046955630466336
"37",763,0.000486641210577032
"38",762,0.000504249853699901
"39",761,0.00052239313460105
"40",760,0.000541081940363091
"41",759,0.000538035693906343
"42",758,0.000535036698256047
"43",757,0.000532084849886454
"44",756,0.000529180043672017
"45",755,0.000526322173005037
"46",754,0.000529180043672017
"47",753,0.000532084849886454
"48",752,0.000535036698256047
"49",751,0.000538035693906343
"50",750,0.000541081940363091
"51",749,0.000554072510783317
"52",748,0.000567398836215671
"53",747,0.00058106909056057
"54",746,0.000595091599926508
"55",745,0.000609474842731368
"56",744,0.000661445518941127
"57",743,0.000716983930290563
"58",742,0.000776250254888464
"59",741,0.000839404156092444
"60",740,0.000906603993253068
"61",739,0.00101313300838018
"62",738,0.00112991710311172
"63",737,0.0012576171287288
"64",736,0.00139689123756501
"65",735,0.0015483875027505
"66",734,0.00176443997259477
"67",733,0.0020020282029398
"68",732,0.00226191200558943
"69",731,0.00254466052278679
"70",730,0.00285062000881841
"71",729,0.00316719460289301
"72",728,0.00350714297823533
"73",727,0.00387046043238053
"74",726,0.00425686153300073
"75",725,0.00466575149325343
"76",724,0.00502293633020312
"77",723,0.00539234392795572
"78",722,0.00577279019344496
"79",721,0.00616292467979098
"80",720,0.00656123567828008
"81",719,0.00680515366876847
"82",718,0.00705249869793393
"83",717,0.00730293425378918
"84",716,0.00755609862840566
"85",715,0.0078116051817211
"86",714,0.00784476184391605
"87",713,0.00787780927510549
"88",712,0.00791074276132763
"89",711,0.00794355760752524
"90",710,0.00797624913948951
"91",709,0.00784759480454411
"92",708,0.00771865639769299
"93",707,0.00758951442758958
"94",706,0.00746024875383927
"95",705,0.00733093847914059
"96",704,0.0071403128641944
"97",703,0.00695089285430826
"98",702,0.00676284809613913
"99",701,0.00657634149665468
"100",700,0.00639152905877722
"101",699,0.00626933582062429
"102",698,0.00614800426468465
"103",697,0.0060275753329315
"104",696,0.00590808852732503
"105",695,0.00578958190050803
"106",694,0.00587836852438684
"107",693,0.00596771175200542
"108",692,0.00605759575988505
"109",691,0.00614800426468465
"110",690,0.00623892052512519
"111",689,0.00651454160838986
"112",688,0.00679408638745216
"113",687,0.00707703039044921
"114",686,0.00736281434853469
"115",685,0.00765084551662368
"116",684,0.00813459125644037
"117",683,0.00861782947322542
"118",682,0.00909709929759258
"119",681,0.00956881359938719
"120",680,0.0100293048753673
"121",679,0.01060286674923
"122",678,0.011151552762556
"123",677,0.0116678619762908
"124",676,0.0121443906389261
"125",675,0.012574003312535
"126",674,0.0129279265934102
"127",673,0.0132187308967471
"128",672,0.0134421753046981
"129",671,0.0135950844152363
"130",670,0.0136754234869285
"131",669,0.0137107848384194
"132",668,0.0136724200437813
"133",667,0.0135605034590664
"134",666,0.0133764135170567
"135",665,0.0131227068871812
"136",664,0.012819324795043
"137",663,0.0124700123572662
"138",662,0.012079267514406
"139",661,0.0116519470212037
"140",660,0.011193167862477
"141",659,0.0107484902628604
"142",658,0.0102803751803523
"143",657,0.00979329069193295
"144",656,0.00929175797428009
"145",655,0.00878027902067992
"146",654,0.00832812813130211
"147",653,0.00787780927510549
"148",652,0.00743175955171912
"149",651,0.00699222248983173
"150",650,0.00656123567828008
"151",649,0.00625333001534152
"152",648,0.00594986347128793
"153",647,0.0056515826825389
"154",646,0.00535917833945817
"155",645,0.00507328299361933
"156",644,0.00499037002152066
"157",643,0.00490815003552506
"158",642,0.00482663361397058
"159",641,0.0047458308779025
"160",640,0.00466575149325343
"161",639,0.00445038946065689
"162",638,0.00424018356252854
"163",637,0.00403534477687753
"164",636,0.0038360582115836
"165",635,0.00364248333742298
"166",634,0.00320946238319684
