"","x1","x2"
"1",-49.6267,-28.1986
"2",1902,1.04128534092044e-05
"3",1901,1.0960476340474e-05
"4",1900,1.15346237911684e-05
"5",1899,1.23093297448786e-05
"6",1898,1.31378175872941e-05
"7",1897,1.40238350124379e-05
"8",1896,1.49713837605483e-05
"9",1895,1.59847356359442e-05
"10",1894,1.85816982231999e-05
"11",1893,2.15548490463171e-05
"12",1892,2.49507900250287e-05
"13",1891,2.88206442339482e-05
"14",1890,3.32203119883246e-05
"15",1889,3.7574279350947e-05
"16",1888,4.24661088901687e-05
"17",1887,4.79566558732108e-05
"18",1886,5.41127545250113e-05
"19",1885,6.10076642816145e-05
"20",1884,6.76352080217088e-05
"21",1883,7.49009473097627e-05
"22",1882,8.28567394683417e-05
"23",1881,9.15576034260616e-05
"24",1880,0.000101061802906152
"25",1879,0.000110115873466273
"26",1878,0.000119933080949346
"27",1877,0.000130571292815692
"28",1876,0.000142091962684584
"29",1875,0.000154560256997638
"30",1874,0.000171446830444309
"31",1873,0.000189880318663474
"32",1872,0.000209966181606051
"33",1871,0.000231813050862643
"34",1870,0.00025553238834409
"35",1869,0.000275277928786263
"36",1868,0.000296311577374802
"37",1867,0.000318696753527842
"38",1866,0.000342498322822174
"39",1865,0.000367782490551604
"40",1864,0.000377945355343277
"41",1863,0.000388419644381059
"42",1862,0.000399214556965951
"43",1861,0.000410339509197362
"44",1860,0.000421804134951841
"45",1859,0.000404272938356883
"46",1858,0.000387338497924669
"47",1857,0.000370988246546196
"48",1856,0.000355209461079487
"49",1855,0.000339989288570822
"50",1854,0.00030686760201366
"51",1853,0.000276653686603344
"52",1852,0.000249133291075062
"53",1851,0.000224102772767562
"54",1850,0.000201369248450068
"55",1849,0.000188641644567057
"56",1848,0.000176618623548282
"57",1847,0.000165268435129178
"58",1846,0.000154560256997638
"59",1845,0.000144464202573058
"60",1844,0.000156651979878157
"61",1843,0.000169729764104247
"62",1842,0.000183749684903959
"63",1841,0.000198765806116659
"64",1840,0.00021483410239345
"65",1839,0.00025353648023504
"66",1838,0.000298069880206554
"67",1837,0.000349088972684459
"68",1836,0.000407281391918242
"69",1835,0.000473362017570591
"70",1834,0.000557844225166307
"71",1833,0.000653939121072316
"72",1832,0.000762566459970511
"73",1831,0.000884597525948502
"74",1830,0.00102083013986132
"75",1829,0.00116657053132619
"76",1828,0.00132731105745029
"77",1827,0.00150362181026025
