it,avg,max
1,0.04682431439158461,0.48251172781035034
2,0.13095971647637997,0.5094507798177537
3,0.24524149419725272,0.5781277042930766
4,0.32308196015787527,0.5906436888956816
5,0.3272129863958002,0.5906436888956816
6,0.43213446652109083,0.5930629523573273
7,0.4921782535434288,0.5930629523573273
8,0.522699955614933,0.5930629523573273
9,0.5308302299859108,0.5930629523573273
10,0.5511108200718039,0.6222071568954781
11,0.55119312488091,0.6222071568954781
12,0.5437192142660955,0.6222071568954781
13,0.5564275188776712,0.6222071568954781
14,0.5728497710260265,0.6222071568954781
15,0.5562391705937426,0.6222071568954781
16,0.5662753508023541,0.6222071568954781
17,0.5554937440770817,0.6222071568954781
18,0.5506437138610663,0.6222071568954781
19,0.5562538408418021,0.6222071568954781
20,0.5857760210272062,0.6222071568954781
21,0.5678923143829115,0.6222071568954781
