it,avg,max
1,0.17003565775980645,0.4820164194639217
2,0.25557774718402476,0.5107529420924887
3,0.33703571363622203,0.5644665899839085
4,0.39208668400179986,0.7011508672878849
5,0.44439905748205893,0.7011508672878849
6,0.47652830781956157,0.7011508672878849
7,0.5674198787758382,0.7011508672878849
8,0.6306358274050378,0.7011508672878849
9,0.6110785932305942,0.7011508672878849
10,0.6439070758785177,0.7011508672878849
11,0.6091203591770628,0.7043118283476302
12,0.5972248250461317,0.7043118283476302
13,0.6172251415690115,0.7043118283476302
14,0.6356836085414123,0.7043118283476302
15,0.6015479070796265,0.7043118283476302
16,0.6272121610111111,0.7043118283476302
17,0.649574024740566,0.7043118283476302
18,0.6477728577640379,0.7043118283476302
19,0.6204654668684688,0.7043118283476302
20,0.618348460926082,0.7043118283476302
21,0.6297677913768671,0.7043118283476302
