it,avg,max
1,0.04977773589667727,0.19771271987316422
2,0.11028194452080481,0.2057119729146469
3,0.16674723130637248,0.2093629970204288
4,0.16652968579012953,0.2186130455624091
5,0.17868609829984242,0.21999597786365432
6,0.19200262551196065,0.21999597786365432
7,0.1898598496131006,0.21999597786365432
8,0.20167477038265294,0.21999597786365432
9,0.2062096471463966,0.21999597786365432
10,0.20360468588995234,0.21999597786365432
11,0.20185411147343385,0.21999597786365432
12,0.21198858807069346,0.21999597786365432
13,0.20913738939253002,0.21999597786365432
14,0.2128066933097599,0.21999597786365432
15,0.20682763653021727,0.21999597786365432
16,0.20803644857959716,0.21999597786365432
17,0.20673209198524506,0.21999597786365432
18,0.20667194089847765,0.21999597786365432
19,0.20511084481536612,0.21999597786365432
20,0.20850018010144716,0.21999597786365432
21,0.20822580850117872,0.21999597786365432
