x,y,bp
-63.17085951604618,10.20440417917551,4038
-63.08856929887909,10.202332493727294,4038
-63.0062772560623,10.200315318351223,4044
-62.92398343615821,10.198352652037164,4069
-62.841687887735524,10.1964444938027,4069
-62.75939065936903,10.194590842692895,4095
-62.677091799639555,10.192791697780645,4095
-62.59479135713358,10.19104705816629,4098
-62.51248938044332,10.189356922977815,4098
-62.43018591816637,10.18772129137072,4098
-61.854024169062335,10.177797905234042,4038
-61.771710572201755,10.176598275173152,4038
-61.689395927349345,10.175453142328598,4038
-61.60708028314766,10.174362506130306,4008
-61.52476368824281,10.173326366035093,4008
-61.44244619128422,10.172344721527354,3997
-61.36012784092454,10.171417572118587,3997
-63.50190423045396,10.113048971690121,3927
-63.41957708340349,10.110759933239198,3927
-63.33724791322382,10.108525392377782,3943
-63.25491676852952,10.106345347996703,4005
-63.1725836979422,10.104219799014066,4038
-63.09024875009027,10.102148744375793,4038
-63.007911973608785,10.100132183054972,4044
-62.92557341713935,10.098170114052303,4091
-62.84323312932981,10.096262536395693,4091
-62.76089115883419,10.094409449140537,4095
-62.67854755431253,10.092610851369548,4095
-62.59620236443056,10.090866742192668,4142
-62.51385563785976,10.089177120747115,4142
-62.43150742327698,10.087541986197456,4142
-62.349157769364396,10.085961337735377,4131
-62.26680672480929,10.084435174579898,4131
-62.18445433830382,10.082963495977035,4087
-62.102100658545005,10.081546301200053,4113
-62.01974573423441,10.080183589549486,4113
-61.93738961407799,10.078875360352702,4113
-61.855032346786,10.077621612964405,4038
-61.772673981072735,10.076422346766332,4038
-61.690314565656394,10.075277561167233,4038
-61.60795414925894,10.07418725560274,4008
-61.52559278060584,10.073151429535834,4008
-61.44323050842597,10.072170082456285,3997
-61.36086738145142,10.071243213880969,3997
-63.503809376182055,10.012946794906693,3927
-63.4214374625494,10.010658446557015,3927
-63.33906352248399,10.008424579183417,3943
-63.25668760467969,10.006245191688485,4005
-63.174309757837385,10.004120283002145,4029
-63.09193003066479,10.00204985208137,4037
-63.00954847187629,10.000033897910408,4044
-62.92716513019287,9.998072419500629,4091
-62.844780054341705,9.9961654158904,4091
-62.76239329305623,9.994312886145206,4102
-62.68000489507583,9.99251482935761,4102
-62.59761490914572,9.990771244647156,4142
-62.51522338401677,9.989082131160343,4142
-62.43283036844528,9.987447488070643,4171
-62.35043591119288,9.985867314578472,4171
-62.26804006102631,9.98434160991125,4171
-62.18564286671727,9.982870373323093,4153
-62.10324437704221,9.981453604095115,4153
-62.02084464078223,9.980091301535284,4124
-61.93844370672284,9.978783464978374,4124
-61.85604162365377,9.977530093785939,4079
-61.691234205666035,9.975186745074701,4073
-61.60882896834661,9.974096766412883,4073
-61.5264227772157,9.973061250829481,4073
-63.505716597759005,9.91292913741132,3927
-63.423299868856745,9.910641471354321,3927
-63.340881110210994,9.908408269846294,3948
-63.25846037059507,9.906229531801685,3986
-63.17603769878928,9.904105256161937,4029
-63.09361314358088,9.902035441895318,4037
-63.01118675376373,9.900020087997047,4040
-62.92875857813832,9.898059193489157,4091
-62.84632866551138,9.896152757420467,4091
-62.76389706469591,9.894300778866468,4102
-62.681463824510864,9.892503256929608,4149
-62.59902899378104,9.890760190738986,4153
-62.516592621336855,9.88907157945027,4171
-62.43415475601432,9.887437422245942,4171
-62.35171544665464,9.885857718335076,4171
-62.2692747421042,9.884332466953428,4171
-62.186832691214384,9.88286166736324,4153
-62.10438934284131,9.881445318853354,4153
-62.021944745845744,9.88008342073933,4124
-61.93949894909289,9.878775972363021,4124
-61.85705200145223,9.877522973093013,4109
-61.77460395179732,9.876324422324286,4091
-61.692154849005675,9.87518031947838,4091
-61.609704741958495,9.874090664003074,4124
-61.52725367954065,9.873055455372787,4124
-61.44480171064033,9.872074693088495,4124
-61.36234888414897,9.87114837667725,4084
-63.34270067962808,9.808476091281452,3948
-63.26023506941942,9.806297995281447,3986
-63.177767523862215,9.804174345468152,4029
-63.09529809182335,9.802105140821075,4037
-63.01282682217638,9.800090380346239,4062
-62.93035376380147,9.798130063076487,4066
-62.84787896558507,9.796224188070852,4113
-62.76540247641991,9.794372754415079,4113
-62.68292434520469,9.792575761221237,4149
-62.60044462084393,9.79083320762805,4153
-62.51796335224791,9.789145092800215,4171
-62.435480588332354,9.787511415929359,4182
-62.35299637801829,9.785932176233086,4182
-62.27051077023194,9.784407372955421,4182
-62.188023813904486,9.78293700536673,4155
-62.10553555797192,9.781521072763713,4153
-62.02304605137487,9.780159574469238,4124
-61.94055534305839,9.778852509832525,4124
-61.85806348197183,9.777599878228914,4120
-61.77557051706871,9.776401679060122,4113
-61.69307649730636,9.775257911753874,4113
-61.61058147164597,9.774168575764206,4124
-61.52808548905225,9.773133670571127,4124
-61.4455885984934,9.772153195681076,4124
-61.36309084894076,9.771227150626409,4084
-63.34452223396559,9.708627672340185,3948
-63.26201170430349,9.706450211009143,3986
-63.179499236127256,9.704327179831358,3986
-63.096984878383594,9.702258577797494,4008
-63.01446868002594,9.700244403924687,4066
-62.9319506900143,9.69828465725616,4066
-62.84943095731504,9.69637933686143,4113
-62.76690953090076,9.694528441836209,4113
-62.68438645975008,9.692731971302388,4149
-62.601861792847494,9.69098992440801,4182
-62.51933557918316,9.68930230032714,4182
-62.43680786775281,9.68766909826021,4182
-62.35427870755745,9.686090317433386,4182
-62.2717481476033,9.684565957099101,4182
-62.18921623690152,9.683096016535737,4155
-62.10668302446817,9.681680495047708,4131
-62.024148559323834,9.680319391965321,4124
-61.941612890493715,9.679012706645022,4124
-61.859076067007145,9.67776043846899,4120
-61.77653813789768,9.676562586845591,4113
-61.693999152202785,9.67541915120874,4113
-61.611459158963754,9.674330131018554,4124
-61.528918207225374,9.6732955257609,4124
-61.44637634603592,9.672315334947555,4124
-61.36383362444689,9.67138955811604,4095
-61.28129009151286,9.67051819482975,4095
-61.198745796291284,9.669701244677919,4085
-61.11620078784237,9.668938707275545,4085
-61.03365511522885,9.668230582263483,4062
-60.9511088275158,9.667576869308249,4062
-69.11749174004196,9.896549031520022,4182
-69.0351934001297,9.890559120362601,4182
-68.95288971375435,9.88462376061237,4182
-63.263790278404926,9.60668580978535,3939
-63.18123283866222,9.604563390081061,3939
-63.09867350625963,9.602495383682415,4008
-63.01611233023058,9.60048178961752,4066
-62.93354935961511,9.598522606940058,4124
-62.85098464345967,9.596617834729873,4124
-62.76841823081692,9.594767472092844,4124
-62.68585017074558,9.592971518160306,4138
-62.603280512310256,9.591229972090003,4182
-62.52070930458124,9.58954283306515,4182
-62.43813659663436,9.587910100294716,4182
-62.3555624375508,9.586331773013814,4182
-62.27298687641695,9.584807850482989,4182
-62.19040996232416,9.583338331988633,4166
-62.10783174436866,9.581923216843023,4166
-62.025252271651276,9.580562504383757,4131
-61.94267159327737,9.579256193974366,4131
-61.860089758356565,9.57800428500416,4131
-61.777506816002635,9.576806776887757,4113
-61.694922815333314,9.575663669065603,4113
-61.612337805470105,9.57457496100375,4113
-61.529751835538136,9.573540652193783,4087
-61.44716495466591,9.572560742152875,4095
-61.36457721198525,9.571635230423643,4095
-61.281988656631,9.570764116574445,4095
-61.19939933774098,9.569947400199181,4085
-61.11680930445565,9.569185080916913,4085
-61.03421860591808,9.568477158372612,4062
-60.9516272912737,9.56782363223656,4062
-60.86903540967014,9.567224502204578,3962
-69.12245583789507,9.79678371896853,4182
-69.04011290076043,9.790795569260329,4182
-68.95776460844455,9.784861953797167,4182
-68.13399776425078,9.728524557663494,4124
-68.05159375042057,9.723190633508057,4124
-67.96918496105359,9.717911210653472,4124
-63.26557079488835,9.507004424313738,3939
-63.18296833455175,9.504882608949433,3939
-63.10036397845604,9.502815191235895,4008
-63.01775777571483,9.50080217021185,4066
-62.9351497754484,9.498843544941714,4124
-62.8525400267834,9.49693931451551,4124
-62.769928578852756,9.495089478049062,4124
-62.68731548079547,9.493294034683498,4138
-62.60470078175639,9.491552983585898,4182
-62.52208453088614,9.489866323948542,4182
-62.439466777340854,9.488234054989444,4182
-62.356847570282056,9.486656175952076,4153
-62.27422695887646,9.4851326861053,4166
-62.191604992295765,9.483663584743585,4166
-62.10898171971657,9.482248871186675,4166
-62.0263571903201,9.480888544779843,4131
-61.9437314532921,9.479582604893611,4131
-61.86110455782261,9.478331050924142,4131
-61.77847655310582,9.477133882292637,4105
-61.69584748833988,9.475991098445867,4098
-61.61321741272673,9.474902698855692,4096
-61.530586375471955,9.47386868301956,4096
-61.447954425784516,9.472889050459907,4095
-61.36532161287669,9.471963800724726,4095
-61.28268798596382,9.471092933387014,4095
-61.200053594264176,9.470276448045137,4085
-61.117418486998716,9.469514344322844,4085
-61.03478271339103,9.468806621868731,4062
-60.95214632266704,9.468153280356907,4062
-60.8695093640549,9.467554319486661,4037
-60.78687188678475,9.46700973898226,4037
-69.1274253398608,9.697102030845276,4182
-69.04503775731827,9.691115622380858,4182
-68.9626448108574,9.685183731186378,4182
-68.13843096183608,9.628862650866314,4124
-68.05598220290503,9.623530266259003,4124
-67.97352866063812,9.61825236633438,4124
-63.10205629798408,9.403217635104017,3968
-63.01940501940977,9.401205180380718,4001
-62.93675194036499,9.399247105960246,4124
-62.85409711005681,9.397343410942824,4124
-62.771440577698606,9.39549409445408,4124
-62.68878239250977,9.393699155645104,4102
-62.60612260371565,9.391958593691967,4102
-62.52346126054732,9.390272407796436,4153
-62.440798412241435,9.38864059718506,4153
-62.358134108039984,9.387063161109849,4177
-62.27546839719021,9.385540098848116,4177
-62.19280132894437,9.384071409702095,4177
-62.11013295255958,9.382657092999313,4166
-62.027463317297624,9.38129714809226,4142
-61.94479247242483,9.379991574358831,4142
-61.86212046721178,9.378740371201776,4142
-61.77944735093331,9.377543538048913,4116
-61.69677317286815,9.376401074353266,4098
-61.614097982298844,9.37531297959271,4096
-61.531421828511604,9.374279253270316,4096
-61.44874476079604,9.37329989491398,4096
-61.36606682844505,9.372374904076695,4096
-61.28338808075464,9.37150428033642,4067
-61.20070856702375,9.370688023296093,4064
-61.118028336553984,9.369926132583457,4064
-61.0353474386496,9.369218607851444,4030
-60.95266592261723,9.368565448777671,4037
-60.86998383776565,9.367966655064727,4037
-60.78730123340578,9.367422226440235,4037
-68.14286899196391,9.529283771870489,4124
-68.06037543945187,9.523952908918007,4124
-67.97787709578792,9.518676514215477,4124
-63.103750467861644,9.30370235180267,3927
-63.02105406425289,9.301690456666732,3957
-62.93835585722198,9.299732926564207,3964
-62.85565589605659,9.297829760605529,3993
-62.772954230050665,9.295980957926195,4058
-62.69025090850427,9.294186517686922,4084
-62.607545980723344,9.292446439073265,4091
-62.52483949601963,9.290760721295829,4153
-62.44213150371043,9.289129363590126,4153
-62.359422053118436,9.28755236521677,4177
-62.276711193571565,9.286029725461022,4177
-62.19399897440278,9.284561443633196,4177
-62.111285444949914,9.28314751906838,4153
-62.02857065455551,9.281787951126677,4153
-61.94585465256661,9.280482739192768,4142
-61.8631374883346,9.279231882676287,4142
-61.780419211215005,9.278035381011696,4124
-61.6976998705674,9.276893233658065,4124
-61.61497951575511,9.275805440099449,4124
-61.53225819614512,9.274771999844285,4097
-61.44953596110789,9.273792912426163,4096
-61.36681286001711,9.27286817740296,4096
-61.28408894224962,9.271997794357542,4067
-61.20136425718517,9.271181762897339,4064
-61.118638854206225,9.270420082654416,4064
-61.03591278269792,9.26971275328555,4037
-60.95318609204769,9.269059774472154,4037
-60.870458831645216,9.268461145920224,4037
-60.78773105088224,9.267916867360437,4037
-60.705002799152375,9.267426938548013,3968
-63.10544649111332,9.204268979701933,3927
-63.02270491318818,9.202257637466273,3957
-62.93996152888278,9.200300645175517,3964
-62.857216387565565,9.198398001950306,3993
-62.774469538611214,9.196549706936228,4058
-62.691721031400576,9.194755759303405,4120
-62.60897091532047,9.193016158246774,4154
-62.52621923976338,9.19133090298605,4154
-62.443466054127505,9.189699992765469,4154
-62.36071140781636,9.188123426853947,4177
-62.27795535023875,9.186601204545067,4177
-62.19519793080851,9.1851333251572,4177
-62.11243919894439,9.183719788032942,4153
-62.02967920406982,9.182360592539602,4153
-61.94691799561277,9.181055738069043,4153
-61.86415562300557,9.179805224037805,4153
-61.7813921356847,9.178609049886626,4153
-61.698627583090655,9.177467215080924,4148
-61.61586201466776,9.176379719110637,4148
-61.53309547986395,9.175346561489851,4108
-61.45032802813068,9.174367741757514,4123
-61.36755970892264,9.173443259476663,4123
-61.28479057169767,9.172573114234922,4123
-61.202020665916535,9.171757305644153,4064
-61.11925004104272,9.170995833340802,4064
-61.036478746542365,9.170288696985558,4037
-60.95370683188396,9.169635896263431,4036
-60.87093434653825,9.169037430883856,4015
-60.788161339977975,9.168493300580705,4015
-60.70538786167781,9.168003505111924,3968
-63.02435756916619,9.102906363013258,3941
-62.9415689582172,9.100949902053522,3964
-62.858778587372726,9.099047775261443,4004
-62.775986506088444,9.09719998179232,4037
-62.69319276382613,9.095406520825945,4120
-62.610397410053565,9.09366739156657,4154
-62.527600494244325,9.091982593242811,4154
-62.44480206587753,9.090352125107687,4178
-62.36200217443778,9.088775986438693,4178
-62.279200869414915,9.087254176537412,4178
-62.19639820030385,9.085786694730121,4153
-62.11359421660436,9.084373540367018,4160
-62.03078896782102,9.083014712822921,4160
-61.94798250346286,9.081710211496572,4160
-61.86517487304332,9.080460035811198,4153
-61.782366126080014,9.079264185214155,4153
-61.69955631209458,9.078122659177007,4153
-61.61674548061246,9.077035457195521,4149
-61.53393368116277,9.076002578789618,4149
-61.451120963278115,9.075024023503369,4142
-61.368307376494364,9.07409979090511,4123
-61.28549297035051,9.073229880587055,4124
-61.202677794388556,9.07241429216564,4124
-61.11986189815316,9.071653025281549,4124
-61.03704533119164,9.070946079599384,4066
-60.95422814305373,9.070293454807926,4066
-60.87141038329136,9.06969515061992,4044
-60.788592101458526,9.069151166772237,4015
-60.7057733471111,9.068661503025833,3968
-69.72516884691872,9.342586581562276,4097
-69.64264135174547,9.336225699601151,4097
-69.56010811789972,9.329919288927382,4097
-68.48667593358928,9.252891533314376,4142
-68.4040674552486,9.247347423726644,4229
-68.32145396713149,9.241857744140024,4229
-68.23883551798015,9.236422492026664,4229
-68.15621215655442,9.231041664886602,4188
-68.07358393163163,9.225715260247286,4188
-67.99095089200644,9.220443275663676,4188
-62.94317814810133,9.001680339279718,3946
-62.86034249827327,8.999778722644653,4004
-62.777505135196535,8.997931424624001,4131
-62.6946661084141,8.996138444407034,4153
-62.6118254674749,8.994399781207344,4161
-62.52898326193364,8.992715434262498,4162
-62.44613954135071,8.991085402834322,4178
-62.36329435529186,8.989509686208512,4182
-62.2804477533282,8.98798828369507,4182
-62.19759978503581,8.986521194627944,4182
-62.114750499995814,8.98510841836496,4167
-62.03189994779396,8.983749954288138,4182
-61.94904817802061,8.982445801803465,4182
-61.86619524027047,8.981195960340738,4182
-61.78334118414248,8.980000429353815,4170
-61.70048605923954,8.978859208320488,4170
-61.617629915168465,8.977772296742263,4159
-61.534772801539695,8.976739694144905,4159
-61.45191476796712,8.97576140007768,4142
-61.369055864068024,8.974837414113907,4142
-61.286196139462746,8.973967735850712,4142
-61.2033356437746,8.973152364909108,4134
-61.12047442662969,8.972391300933754,4124
-61.037612537656706,8.97168454359335,4119
-60.95475002648672,8.971032092580169,4119
-60.87188694275309,8.970433947610518,4080
-60.789023336091226,8.969890108424345,4080
-60.706159256138385,8.969400574785233,4037
-69.73047946056306,9.243305599930437,4097
-69.64790714191143,9.236946472627745,4097
-69.5653290752051,9.230641800337699,4097
-68.49131324565356,9.15363517730022,4199
-68.40865981135356,9.148092581574774,4229
-68.3260013590759,9.142604400038822,4229
-68.2433379376419,9.137170630193191,4229
-68.16066959589058,9.131791269566145,4240
-68.07799638267852,9.126466315713143,4240
-67.99531834687966,9.121195766216832,4240
-62.94478910141767,8.902491600741781,3921
-62.86190812306852,8.90059048801188,4124
-62.77902542865574,8.898743679366653,4184
-62.6961410678036,8.89695117400494,4184
-62.613255090142346,8.895212971149522,4184
-62.530367545308074,8.893529070046956,4189
-62.447478482942536,8.891899469967745,4189
-62.36458795269287,8.89032417020599,4189
-62.2816960042116,8.888803170079866,4182
-62.198802687156224,8.887336468930977,4182
-62.11590805118925,8.885924066124861,4171
-62.03301214597791,8.884565961050827,4182
-61.950115021194016,8.883262153121889,4182
-61.867216726513725,8.882012641774422,4203
-61.78431731161747,8.88081742646883,4203
-61.70141682618964,8.879676506689004,4203
-61.61851531991854,8.878589881942402,4181
-61.53561284249609,8.877557551760285,4181
-61.45270944361777,8.876579515697344,4153
-61.369805172982346,8.875655773331879,4156
-61.28690008029169,8.874786324265813,4156
-61.20399421525068,8.873971168124575,4156
-61.12108762756695,8.873210304557102,4149
-61.03818036695078,8.872503733235998,4149
-60.95527248311479,8.87185145385721,4149
-60.872364025773905,8.87125346614024,4142
-60.78945504464511,8.870709769828231,4113
-60.70654558944725,8.870220364687677,4084
-70.06620608793907,9.170080232083608,4095
-69.98361241284643,9.163505053309546,4095
-69.90101278604867,9.156984325286832,4095
-69.73579587148133,9.144106209522777,4097
-69.65317868083578,9.13774881586647,4097
-69.5705557327329,9.131445861131494,4097
-68.4959556251899,9.054460116537447,4240
-68.41325718612629,9.048919016402444,4240
-68.33055372086588,9.043432314827346,4276
-68.24784527830933,9.038000009341536,4276
-68.16513190737498,9.032622097501344,4276
-68.08241365699881,9.027298576890125,4269
-67.99969057613424,9.022029445118195,4269
-67.91696271375194,9.016814699822577,4189
-62.94640182105506,8.80338333211864,4091
-62.86347546456607,8.801482717065921,4142
-62.780547389192286,8.799636391746388,4184
-62.69761764463948,8.79784435536826,4200
-62.61468628061945,8.796106607163592,4200
-62.531753346849804,8.794423146387814,4200
-62.44881889305383,8.792793972320156,4211
-62.365882968960264,8.79121908426312,4236
-62.28294562430315,8.789698481542763,4236
-62.200006908821656,8.788232163508802,4236
-62.117066872259834,8.786820129534249,4225
-62.03412556436659,8.785462379015529,4225
-61.95118303489532,8.784158911372575,4214
-61.86823933360387,8.782909726048763,4214
-61.78529451025428,8.781714822510645,4211
-61.70234861461265,8.780574200248408,4211
-61.61940169644895,8.779487858775394,4182
-61.53645380553679,8.778455797628329,4182
-61.45350499165332,8.777478016367155,4171
-61.37055530457904,8.776554514575416,4178
-61.28760479409755,8.775685291859592,4178
-61.20465350999543,8.774870347849667,4178
-61.121701502062045,8.774109682198832,4167
-61.0387488200894,8.773403294583408,4167
-60.955795513871905,8.772751184703054,4149
-60.87284163320619,8.772153352280812,4142
-60.78988722789103,8.771609797062599,4138
-60.706932347727,8.77112051881793,4102
-60.623977042516465,8.770685517339173,4102
-70.3195873093336,9.091001910048222,4124
-70.23696692790011,9.084265185745839,4124
-70.15434043932497,9.077582905223336,4124
-70.07170789215303,9.070955065428555,4095
-69.9890693349508,9.064381663337869,4095
-69.9064248163061,9.057862695956201,4095
-68.66607476677854,8.966608400045466,4142
-68.5833414898036,8.960960003642155,4210
-68.50060308048882,8.955365995315583,4269
-68.41785958777804,8.949826372569762,4298
-68.33511106063344,8.944341132935616,4298
-68.25235754803506,8.938910273970645,4298
-68.16959909898084,8.933533793259548,4290
-68.08683576248632,8.92821168841336,4287
-68.00406758758452,8.92294395706986,4287
-67.92129462332578,8.917730596893401,4235
-62.94801630990879,8.704355180864825,4127
-62.865044525579705,8.7024550572851,4211
-62.782071019538485,8.700609209264398,4211
-62.699095841572586,8.698817636020616,4211
-62.616119041475486,8.697080336794743,4229
-62.533140669046546,8.695397310851435,4247
-62.45016077409075,8.693768557478153,4247
-62.367179406418586,8.692194075986013,4247
-62.28419661584585,8.690673865709169,4240
-62.20121245219349,8.689207926004954,4240
-62.11822696528736,8.68779625625399,4229
-62.03524020495814,8.686438855859993,4229
-61.95225222104106,8.685135724249825,4218
-61.86926306337576,8.683886860873452,4218
-61.78627278180613,8.682692265203915,4211
-61.70328142618013,8.681551936737526,4211
-61.620289046349555,8.68046587499347,4200
-61.53729569216992,8.679434079514007,4200
-61.45430141350024,8.67845654986448,4189
-61.37130626020288,8.677533285633244,4189
-61.28831028214336,8.676664286431686,4182
-61.20531352919014,8.675849551894142,4182
-61.122316051214526,8.675089081677958,4182
-61.03931789809042,8.674382875463502,4182
-60.95631911969413,8.673730932953953,4160
-60.873319765904284,8.6731332538757,4160
-60.79031988660151,8.672589837977775,4138
-60.70731953166842,8.672100685032337,4124
-60.62431875098926,8.671665794834416,4102
-60.45831611193737,8.670958801976012,4026
-60.375314353340194,8.670686699020077,4026
-60.292312368547634,8.670468858220977,4037
-60.20931020744989,8.670305279488323,4037
-60.12630791993775,8.670195962754494,4037
-60.04330555590247,8.670140907974954,3979
-70.32522985702853,8.991952347107429,4124
-70.24256457464364,8.985217425696158,4124
-70.15989317512295,8.978536932101608,4124
-70.07721570708978,8.971910863306263,4095
-69.99453221918917,8.965339216320759,4095
-69.91184276008752,8.958821988184308,4095
-68.67081748628544,8.867591900012393,4142
-68.58803912344929,8.861944993488631,4210
-68.50525561985904,8.856352459716394,4269
-68.42246702453818,8.850814296228476,4298
-68.33967338652839,8.845330500584307,4298
-68.25687475488945,8.839901070369878,4305
-68.17407117869894,8.834526003197844,4305
-68.09126270705217,8.82920529670681,4305
-68.00844938906194,8.82393894856222,4301
-67.9256312738585,8.818726956455535,4276
-67.8428084105891,8.81356931810414,4232
-65.85376333986855,8.706086642582685,4211
-65.77083779452744,8.702287181477843,4211
-65.68790878441102,8.698542023748628,4211
-63.364691267469894,8.615718939721797,4194
-63.28168337606306,8.613547981226178,4194
-63.19867351086083,8.611431288502482,4194
-63.11566172169964,8.609368860662439,4207
-63.03264805842283,8.607360696840924,4207
-62.94963257088052,8.605406796195894,4207
-62.86661530892945,8.603507157908334,4211
