it,avg,max
1,0.014769320878752315,0.34041880145888764
2,0.04715075493175165,0.34041880145888764
3,0.1162330994103023,0.34041880145888764
4,0.21693515079963255,0.34041880145888764
5,0.2969381592666311,0.34041880145888764
6,0.2942083943144692,0.34041880145888764
7,0.297123330095695,0.34041880145888764
8,0.3106184053800046,0.34041880145888764
9,0.2931322301233966,0.34041880145888764
10,0.3040159713684122,0.34041880145888764
11,0.3095687836071536,0.34041880145888764
12,0.31038727551210354,0.34041880145888764
13,0.3015344055767829,0.34041880145888764
14,0.31513864811756087,0.34041880145888764
15,0.2927784343563077,0.34041880145888764
16,0.29868612633214475,0.34041880145888764
17,0.3071320280626865,0.34041880145888764
18,0.2835860214060368,0.34041880145888764
19,0.27918903403141954,0.34041880145888764
20,0.30804759493035955,0.34041880145888764
21,0.2844196163293935,0.34041880145888764
