it,avg,max
1,0.10312389161055219,0.4871390483371593
2,0.16740742789286778,0.5012476931676764
3,0.26762523597491583,0.5021282806053474
4,0.3570949230061525,0.5361475782789888
5,0.4072845391668905,0.5361475782789888
6,0.4057371486296851,0.5361475782789888
7,0.4231468991775125,0.5361475782789888
8,0.4719033661803789,0.5361475782789888
9,0.48465228699174306,0.5361475782789888
10,0.4931107725546054,0.5361475782789888
11,0.4835238144532375,0.5361475782789888
12,0.46571940944526774,0.5361475782789888
13,0.5032093138562056,0.5361475782789888
14,0.4998356214281331,0.5361475782789888
15,0.48681177490352356,0.5361475782789888
16,0.44487266873621645,0.5361475782789888
17,0.46795200325601854,0.5361475782789888
18,0.4508757479961305,0.5361475782789888
19,0.45678529467252693,0.5361475782789888
20,0.5044205757415384,0.5361475782789888
21,0.4395019920016553,0.5361475782789888
