it,avg,max
1,0.011802723405689322,0.1410024085594184
2,0.0374563735829176,0.1410024085594184
3,0.08067932479449708,0.14206848682659162
4,0.11461223262115804,0.14206848682659162
5,0.11649803872729586,0.14206848682659162
6,0.12294564787303587,0.14263858301947874
7,0.13113883885529573,0.14263858301947874
8,0.12700669265368816,0.14263858301947874
9,0.12835018844591428,0.14279806395904665
10,0.13286659859613992,0.14336718846864852
11,0.12933674798897501,0.14336718846864852
12,0.13536152861770437,0.14336718846864852
13,0.13220605004072103,0.14348933012937226
14,0.13100963977451388,0.14348933012937226
15,0.13461780469111012,0.14357544849834195
16,0.13476799728128144,0.14357544849834195
17,0.12961765335127204,0.14357544849834195
18,0.13232395876169512,0.14357544849834195
19,0.13504093335239367,0.14357544849834195
20,0.13817545166619227,0.14357544849834195
21,0.1282135726803031,0.14357544849834195
