it,avg,max
1,0.07216124187670356,0.30595026484782134
2,0.17437732867908015,0.3284593648854189
3,0.21340579593179795,0.3284593648854189
4,0.23998161439738186,0.3284593648854189
5,0.27844659427309243,0.3284593648854189
6,0.3012556547579848,0.3284593648854189
7,0.29396221808034223,0.3284593648854189
8,0.2958114323975307,0.3284593648854189
9,0.3077494714298688,0.3284593648854189
10,0.28787849376143476,0.3284593648854189
11,0.2947294300185891,0.3284593648854189
12,0.307927724368657,0.3284593648854189
13,0.3128369622156767,0.3284593648854189
14,0.29695601065115046,0.3284593648854189
15,0.3089943331858886,0.3284593648854189
16,0.30940315449460354,0.3284593648854189
17,0.3094497047312504,0.3284593648854189
18,0.31060257876905784,0.3284593648854189
19,0.30975009337644915,0.3284593648854189
20,0.3005830042870699,0.3284593648854189
21,0.30713905896377003,0.3284593648854189
