it,avg,max
1,0.13300012658380786,0.5173978168511109
2,0.23050543178525001,0.555927345458915
3,0.30838658286157183,0.555927345458915
4,0.4344568882565927,0.5966778045800591
5,0.4776410269937957,0.6664858215644907
6,0.5032546625474547,0.6664858215644907
7,0.50569404660684,0.6664858215644907
8,0.49984652886746306,0.6664858215644907
9,0.5483764386461136,0.6664858215644907
10,0.5570292368126942,0.6664858215644907
11,0.6187589382393042,0.6664858215644907
12,0.6258309755895509,0.6664858215644907
13,0.635606758688906,0.6664858215644907
14,0.5843664793645156,0.6664858215644907
15,0.6123988257688531,0.6664858215644907
16,0.6113829842431789,0.6664858215644907
17,0.5877058691313852,0.6664858215644907
18,0.5932245945085246,0.6664858215644907
19,0.6054974622826305,0.6664858215644907
20,0.5745337596970066,0.6664858215644907
21,0.6116932365046419,0.6664858215644907
