it,avg,max
1,0.08544060171276001,0.6575940400624288
2,0.19400556630862403,0.7167852191611038
3,0.35213059171441535,0.7167852191611038
4,0.4420159199541808,0.7659911950664196
5,0.5064552452428701,0.7659911950664196
6,0.5528968793049769,0.7659911950664196
7,0.6425834482763807,0.7659911950664196
8,0.6714114889240863,0.7659911950664196
9,0.6775545818503823,0.7659911950664196
10,0.6691393761601391,0.7659911950664196
11,0.6494919420715402,0.7659911950664196
12,0.6731946695103128,0.7659911950664196
13,0.6954022745436395,0.7659911950664196
14,0.6442682686053742,0.7659911950664196
15,0.6737130468620295,0.7659911950664196
16,0.6572428559528133,0.7659911950664196
17,0.659158637120318,0.7659911950664196
18,0.6630177356343072,0.7659911950664196
19,0.6793780384432827,0.7659911950664196
20,0.7021260547360068,0.7659911950664196
21,0.6714082208717306,0.7659911950664196
