it,avg,max
1,0.00011723427536350696,0.011723427536350696
2,0.00022330338164477516,0.011723427536350696
3,0.0006757319944160007,0.011723427536350696
4,0.0022603634085753815,0.011723427536350696
5,0.006022519993635686,0.013550741435368871
6,0.010009013208786425,0.039836535140619814
7,0.012619475695496502,0.039836535140619814
8,0.016671505023621157,0.039836535140619814
9,0.02560821078224769,0.039836535140619814
10,0.032844000826008246,0.039836535140619814
11,0.03304454401703887,0.039836535140619814
12,0.033853128368469335,0.04757934130137794
13,0.03529310881067241,0.04757934130137794
14,0.035367521494495464,0.04757934130137794
15,0.040324985361893044,0.04757934130137794
16,0.041215657081163114,0.04757934130137794
17,0.0375695656136887,0.04757934130137794
18,0.03908294384586322,0.04757934130137794
19,0.040722999197585596,0.04757934130137794
20,0.03959992481846747,0.053254393996985096
21,0.04126981470279145,0.053254393996985096
