it,avg,max
1,0.11223742663559227,0.19758048888077973
2,0.17724597167033898,0.19758048888077973
3,0.1737060680934976,0.19810121187066626
4,0.18462387426752638,0.1992041785923158
5,0.19060404178728,0.19997594169432897
6,0.18931378228850818,0.19997594169432897
7,0.19540136009105286,0.19997594169432897
8,0.1915757211963546,0.19997594169432897
9,0.1812429175100413,0.19997594169432897
10,0.19276246146338372,0.19997594169432897
11,0.1851372042374581,0.19997594169432897
12,0.19630529177154596,0.19997594169432897
13,0.18688952728938943,0.19997594169432897
14,0.1836921581280148,0.19997594169432897
15,0.19082300823660012,0.19997594169432897
16,0.1944354215376701,0.19997594169432897
17,0.19154572491987984,0.19997594169432897
18,0.1923023728872521,0.19997594169432897
19,0.1888334168616771,0.19997594169432897
20,0.18717355623993914,0.19997594169432897
21,0.19019182099017906,0.19997594169432897
