it,avg,max
1,0.1255523107649814,0.21919302652236877
2,0.17600427249215844,0.21919302652236877
3,0.18553403483596248,0.21919302652236877
4,0.18515267118495793,0.21919302652236877
5,0.19696154594347165,0.21919302652236877
6,0.19928536685927467,0.21919302652236877
7,0.1937659875637887,0.21919302652236877
8,0.2038527252302992,0.21919302652236877
9,0.19466060204370464,0.23360179844657117
10,0.20438672694403875,0.23360179844657117
11,0.19622462319939396,0.23360179844657117
12,0.20083854278351945,0.23360179844657117
13,0.20386850468803858,0.23360179844657117
14,0.21965814761113553,0.23360179844657117
15,0.20286897364090306,0.23360179844657117
16,0.20852792944146925,0.23360179844657117
17,0.20579179508652012,0.23360179844657117
18,0.2135396651013842,0.23360179844657117
19,0.210233090155535,0.23360179844657117
20,0.21145257879301405,0.3595275431962358
21,0.22077428142653588,0.3595275431962358
