it,avg,max
1,0.0681846882355006,0.306429128634516
2,0.15223960431041086,0.306429128634516
3,0.18007816599503765,0.306429128634516
4,0.22694151328180767,0.31216014878185333
5,0.22994030601541152,0.31216014878185333
6,0.2503736939769964,0.31216014878185333
7,0.2612861187585693,0.31216014878185333
8,0.25147932474596263,0.31216014878185333
9,0.262307252386816,0.31216014878185333
10,0.26983971707593185,0.31216014878185333
11,0.28136623322016685,0.31216014878185333
12,0.2852512238015076,0.31216014878185333
13,0.27926054176199716,0.31216014878185333
14,0.27323623507706996,0.31216014878185333
15,0.28901063286122,0.31216014878185333
16,0.285746562038307,0.31216014878185333
17,0.2635969768512111,0.31216014878185333
18,0.280569204091465,0.31216014878185333
19,0.2634231220573303,0.31216014878185333
20,0.2789998633612491,0.31216014878185333
21,0.2774857657133949,0.31216014878185333
