it,avg,max
1,0.012619453367890226,0.12478575217681802
2,0.03673186299590344,0.210453740517174
3,0.08992578300389802,0.2756898205851082
4,0.1621463703880301,0.2916574482163641
5,0.20986271274972015,0.3439162411627665
6,0.24261596218458226,0.3439162411627665
7,0.24190307989421544,0.3439162411627665
8,0.2635700951488793,0.3439162411627665
9,0.2891954390439565,0.3439162411627665
10,0.30810368781603237,0.3525113778932174
11,0.28813344787210715,0.3525113778932174
12,0.3109871000980675,0.3525113778932174
13,0.3042303120131528,0.3525113778932174
14,0.323443588414799,0.3638127453619342
15,0.32276354664713114,0.3638127453619342
16,0.3216588413523161,0.3638127453619342
17,0.3053514922487989,0.3638127453619342
18,0.32816268300587825,0.3638127453619342
19,0.33974037409541025,0.3638127453619342
20,0.33434615006204704,0.3638127453619342
21,0.3279450417310755,0.3638127453619342
