it,avg,max
1,0.16061542573463075,0.400510917204806
2,0.17915717379674098,0.400510917204806
3,0.25191001726025297,0.400510917204806
4,0.2857779484532941,0.400510917204806
5,0.33127466456632565,0.400510917204806
6,0.3406231360041057,0.4942207840366082
7,0.36147087255302873,0.4942207840366082
8,0.35434250936319306,0.4942207840366082
9,0.41096272923733257,0.4942207840366082
10,0.43765998675241496,0.4942207840366082
11,0.44626619514319593,0.4942207840366082
12,0.43135763297916874,0.4942207840366082
13,0.4176531154250714,0.4942207840366082
14,0.4357858870224168,0.4942207840366082
15,0.42527635087014964,0.4942207840366082
16,0.4312352552466212,0.4942207840366082
17,0.43171222449389623,0.4942207840366082
18,0.440929659652629,0.4942207840366082
19,0.40922836200692253,0.4942207840366082
20,0.4236867129663277,0.4942207840366082
21,0.45388805601153465,0.4942207840366082
