it,avg,max
1,0.08008824545702721,0.3261828253134841
2,0.16679891922689544,0.3261828253134841
3,0.2230696394605195,0.34555679675088297
4,0.26155658680453686,0.35965346717661417
5,0.2832645545378677,0.3644387400589964
6,0.3197500502344418,0.3644387400589964
7,0.3289416913394769,0.38209964641543104
8,0.33490665298401745,0.3860747776012035
9,0.3337155710470383,0.41306683433595287
10,0.34957937832755376,0.41306683433595287
11,0.36236041793913887,0.4257875071567506
12,0.36790670388215235,0.4257875071567506
13,0.3868146714773441,0.4257875071567506
14,0.3922054650198098,0.4257875071567506
15,0.3908605099113282,0.4257875071567506
16,0.37894077253778946,0.4257875071567506
17,0.3928798530729863,0.4257875071567506
18,0.36155609942004724,0.4257875071567506
19,0.3822941575566144,0.4257875071567506
20,0.39414174708740135,0.4257875071567506
21,0.3830122232616796,0.4257875071567506
