it,avg,max
1,0.055085733352879335,0.2743722302789404
2,0.12186626305929969,0.28615112398294684
3,0.15261811436302797,0.28615112398294684
4,0.18604023233454503,0.3024469834467963
5,0.21537818068276177,0.3024469834467963
6,0.2173786963660257,0.3024469834467963
7,0.20500873262249716,0.30322763940765907
8,0.2355098319853208,0.30322763940765907
9,0.23882622031293618,0.30322763940765907
10,0.2625119873852306,0.30322763940765907
11,0.2749343764227277,0.30322763940765907
12,0.27572906745462267,0.30322763940765907
13,0.273375235976965,0.30322763940765907
14,0.27882345951893783,0.30322763940765907
15,0.274520452434994,0.30322763940765907
16,0.2788042245587361,0.30322763940765907
17,0.2843567636652836,0.3084834903436259
18,0.2788758516548174,0.3084834903436259
19,0.28403527162150016,0.3084834903436259
20,0.27500461843983703,0.3084834903436259
21,0.27370286795281606,0.3084834903436259
