it,avg,max
1,0.0988602256997043,0.47284517163650436
2,0.2587329983080505,0.5052463076374738
3,0.33630018421979146,0.529084946097196
4,0.38191877646878586,0.5792625351403995
5,0.41084934471946105,0.5792625351403995
6,0.45013723015414575,0.5792625351403995
7,0.5079912576353893,0.5792625351403995
8,0.5218089621165267,0.5792625351403995
9,0.5175793395188704,0.5792625351403995
10,0.5195786411219877,0.5792625351403995
11,0.5156589223381212,0.5792625351403995
12,0.5329014895069739,0.5792625351403995
13,0.5192782591006749,0.5792625351403995
14,0.5297262328864119,0.5792625351403995
15,0.5211880024330746,0.5792625351403995
16,0.5292140237951519,0.5792625351403995
17,0.4980057749060244,0.5792625351403995
18,0.5136035653301697,0.5792625351403995
19,0.504970327551435,0.5792625351403995
20,0.5385937957402851,0.5792625351403995
21,0.5150358082654782,0.5792625351403995
